id,author_id,name,country,gender,born,died,intro,pic_url,douban_pic_url,douban_author_url
30222412,660115,尤·奈斯博 Jo Nesbø,挪威,1,,,　　尤•奈斯博，北欧犯罪小说天王，挪威史上最畅销的作家，每一部作品都是挪威图书畅销排行榜冠军。他拿过北欧的所有犯罪小说大奖，包括玻璃钥匙奖、挪威史上最佳犯罪小说奖、书店业者大奖等，还获得英国国际匕首奖和美国爱伦•坡奖提名，作品被翻译成40种语言，在50多个国家出版，全球销量突破2500万册。,,https://img1.doubanio.com/img/author/large/1497499821.79.jpg,https://book.douban.com/author/660115/
10781312,1293680,托尼·惠勒,澳大利亚,0,,,　　,,https://book.douban.com/author/1293680/avatar,https://book.douban.com/author/1293680/
27085992,1080195,道格拉斯·斯通,美国,0,,,　　,,https://book.douban.com/author/1080195/avatar,https://book.douban.com/author/1080195/
30380282,241704,比尔·布莱森 Bill Bryson,美国,1,,,　　比尔·布莱森，享誉世界的旅游文学作家。1951年出生于美国艾奥瓦州，毕业于美国德雷克大学。从1973年起，曾在英国居住20年之久，任职于《泰晤士报》与《独立报》，同时也为《纽约时报》、《国家地理杂志》等刊物撰文。后搬回美国，现与妻子和四个小孩居住于新罕布什尔州的汉诺威市。,,https://img3.doubanio.com/img/author/large/1511937764.95.jpg,https://book.douban.com/author/241704/
26935398,151611,罗伯特·希勒 Robert J. Shiller,埃及,1,,,　　罗伯特·希勒（RobertJ.Shiller），耶鲁大学经济系著名教授之一，现就职于耶鲁大学Cowles经济学研究基地，斯坦利·里索（StanleyB.Resor）经济学教授。席勒教授于1967年获得密歇根大学学士学位，并于1972年获得麻省理工学院经济学博士学位。现任美国国家经济研究局（NBER）助理研究员、美国艺术与科学院（AmericanAcademyofArtsandSciences）院士、计量经济学会（EconometricSociety）会员、纽约联邦储备银行学术顾问小组成员。希勒教授也是顾景汉奖学金（Guggenheimfellowship）获得者。2013年因“资产价格实证分析方面的贡献”获得诺贝尔经济学奖。获奖理由：在资产定价实证分析领域有重要贡献。,,https://book.douban.com/author/151611/avatar,https://book.douban.com/author/151611/
1503819,1052429,帕·林·特拉芙斯,英国,0,,,　　,,https://book.douban.com/author/1052429/avatar,https://book.douban.com/author/1052429/
4123116,4576950,威廉·萨默塞特·毛姆 William Somerset Maugham,英国,1,1874-01-25,1965-12-16,　　威廉·萨默塞特·毛姆（WilliamSomersetMaugham0，1874年1月25日－1965年12月16日），英国著名小说家，剧作家，散文家。生于律师家庭。父母早死，由伯父接回英国抚养。原来学医，后转而致力写作。他的作品常以冷静、客观乃至挑剔的态度审视人生，基调超然，带讽刺和怜悯意味，在国内外拥有大量读者。著名的有戏剧《圈子》，长篇小说《人生的枷锁》、《月亮和六便士》，短篇小说集《叶的震颤》、《卡苏里那树》、《阿金》等。毛姆属于现实主义作家，但是小说当中有部分自然主义特征。例如重视环境描写，以及反映中下层人民。,,https://img1.doubanio.com/img/author/large/1490165537.39.jpg,https://book.douban.com/author/4576950/
26879228,4595529,zhttty,中国,1,,,　　zhttty，著名网络作家，“无限流”开山鼻祖，真名张恒。笔名：干脆再名张、没有奇迹的世界、空山抚琴、张狂、长弓手。传说中的太监之神，挖坑之神，除无限恐怖与魔法世纪，基本上本本书都太监。但是，一旦完本的作品都非常的有水准，堪称经典。代表作品有：《大宇宙时代》《死亡开端》等。zhttty加盟创世中文网（后改为17k中文网），并推出新作《无限曙光》。被读者戏称为传说中的挖坑之神。但是，一旦完本的作品都非常的有水准，堪称经典。2013年在创世正式开始连载更新新作《无限曙光》。(PS作者已经回归创世中文网。),,https://img3.doubanio.com/img/author/large/1495856623.34.jpg,https://book.douban.com/author/4595529/
10875960,199770,J·R·R·托尔金 J. R. R. Tolkien,英国,1,1892-01-03,1973-09-02,　　J.R.R.托尔金（J.R.R.Tolkien）　　英国文豪，天才的语言学家，生于1892年1月3日，1925年开始担任牛津大学教授。他创作了一系列脍炙人口的中洲世界史诗，影响最为深远的是《霍比特人》和《魔戒》。这两部巨作，被誉为当代奇幻作品的鼻祖。1972年3月28日，托尔金获英国女王伊丽莎白二世颁发的大英帝国指挥官勋章。　　托尔金于1973年9月2日在牛津逝世。托尔金身后，其作品声名未减，至今已畅销2.5亿余册，《魔戒》在英国Waterstones书店和第四频道合办的票选活动中被选为20世纪之书，被亚马逊网络书店票选为两千年以来最重要的书籍。,,https://img3.doubanio.com/img/author/large/1489723410.66.jpg,https://book.douban.com/author/199770/
30383652,375698,齐栋,,0,,,　　,,https://img3.doubanio.com/img/author/large/1544601319.01.jpg,https://book.douban.com/author/375698/
1083429,4520304,埃德加·爱伦·坡 Edgar Allan Poe,美国,1,1809-01-19,1849-10-07,　　爱伦·坡（1809——1849）美国作家、文艺评论家。出身演员家庭。提倡“为艺术而艺术”，宣扬唯美主义、神秘主义。受西欧尤其法国资产阶级文学颓废派影响最大。小说有《怪诞故事集》、《黑猫》、《莫格街谋杀案》等。论文有《写作的哲学》、《诗歌原理》。1841年发表的《莫格街谋杀案》是公认为最早的侦探小说。内容写密室凶杀，凶手居然是猩猩。1842年发表的《玛丽·罗杰神秘案件》，纯粹用推理形式破案。其他如《金甲虫》、《你就是杀人凶手》、《被盗窃的信》等五部小说成功创造了五种推理小说模式，（密室杀人、安乐椅上的纯推理侦探、破解密码诡计、侦探即是凶手及心理破案、人的盲点）塑造了业余侦探奥古斯特·杜平这一艺术典型。爱伦·坡被誉为“侦探小说的鼻祖”。其小说风格怪异离奇，充满恐怖气氛。,,https://img1.doubanio.com/img/author/large/1495447844.99.jpg,https://book.douban.com/author/4520304/
5319798,512546,Peter Morville,美国,0,,,　　,,https://book.douban.com/author/512546/avatar,https://book.douban.com/author/512546/
26697242,611998,乔治·阿克洛夫,美国,0,,,　　,,https://book.douban.com/author/611998/avatar,https://book.douban.com/author/611998/
26979889,1029535,钱穆 讲授,,0,,,　　,,https://book.douban.com/author/1029535/avatar,https://book.douban.com/author/1029535/
25774384,486112,克里斯托弗·安德烈,法国,0,,,　　,,https://book.douban.com/author/486112/avatar,https://book.douban.com/author/486112/
30246163,4524988,Priest,中国,2,,,　　priest，晋江文学城大神级耽美作者之一，文风语言精练。位于晋江超级别积分排行榜写手行列。大多走表面语言幽默讽刺性搞笑，但笑过之后，才是生生感受到“微笑中的眼泪”，更是引人深思，笑过之后方知人生不易，文字之下隐藏的“人生数十载，原不过是大梦一场”。2007年3月在晋江发表长篇耽美《广泽旧事，锦阳篇》，文笔尚显稚嫩。小有名气于耽美《七爷》，惊艳于武侠耽美《天涯客》，堪称小神于《镇魂》（晋江半年榜）。2013年新作《大哥》，堪称2013耽美最佳作品，最终可以说跻身于晋江大神级耽美作者。,,https://img3.doubanio.com/img/author/large/1495856622.83.jpg,https://book.douban.com/author/4524988/
4006425,1861096,胡江堂,,0,,,　　,,https://book.douban.com/author/1861096/avatar,https://book.douban.com/author/1861096/
30187740,159011,李霖灿,中国,1,,,　　李霖灿（1913-1999），河南省辉县人。一九三八年在国立杭州艺术专科学校毕业之后，就由昆明北上经大理到丽江去作边疆民族艺术之调查。一九四一年七月就国立中央博物馆之聘，从此就一直在博物院中工作，一九八四年元旦自台北故宫博物院副院长之职务上退休，仍然继续于艺术史的研究，并在台大、师大等校任教中国美术史及古画品鉴研究等课程。,,https://img1.doubanio.com/img/author/large/1526624439.29.jpg,https://book.douban.com/author/159011/
25910407,912667,塞缪尔·亨廷顿 Samuel P. Huntington,美国,1,1927-04-18,2008-12-24,　　,,https://img3.doubanio.com/img/author/large/1510406349.15.jpg,https://book.douban.com/author/912667/
26742784,198606,张宏杰,中国,1,,,　　张宏杰，蒙古族。1972年生于辽宁建昌。百家讲坛特邀主讲嘉宾，作家、历史学者。东北财经大学经济学学士，复旦大学历史学博士，清华大学博士后。1994年毕业于东北财经大学，经济学学士，就职于中国建设银行葫芦岛分行，2006年调入渤海大学中国文化与文学研究所。著有《中国国民性演变历程》、《大明王朝的七张面孔》、《曾国藩的正面与侧面》、《坐天下很累》、《饥饿的盛世：乾隆时代的得与失》等。作品发表于《当代》、《天涯》、《钟山》等刊物，并在《当代》开设《史纪》专栏。2013年起在中央电视台《百家讲坛》主讲《成败论乾隆》,,https://img1.doubanio.com/img/author/large/1492165970.89.jpg,https://book.douban.com/author/198606/
26692407,4508301,金庸 Louis Cha,中国,1,1924-03-10,2018-10-30,　　金庸，原名查良镛，华人最知名的武侠小说作家、新闻学家、企业家、政治评论家和社会活动家，《中华人民共和国香港特别行政区基本法》主要起草人之一。金庸与古龙、梁羽生并称为中国武侠小说三大宗师。著有“飞雪连天射白鹿，笑书神侠倚碧鸳”及《越女剑》等15部武侠小说，作品脍炙人口，亦被改编成影视剧集、游戏、漫画等产品，脍炙人口。1944年考入重庆中央政治大学外交系。1946年秋，金庸进入上海《大公报》。1948年移居香港。1959年，金庸等人于香港创办《明报》。1996年—1997年，担任全国人大常委香港筹委会委员。1998年，获文学创作终身成就奖。2000年，获得大紫荆勋章。2009年9月，被聘为中国作协第七届全国委员会名誉副主席；同年荣获2008影响世界华人终身成就奖。,,https://img3.doubanio.com/img/author/large/1489399225.1.jpg,https://book.douban.com/author/4508301/
10443515,4538422,王小波,中国,1,1952-05-13,1997-04-11,　　王小波（1952-1997），中国当代学者、作家。代表作品有《黄金时代》、《白银时代》、《青铜时代》、《黑铁时代》等。王小波出生于北京，先后当过知青、民办教师、工人，1978年考入中国人民大学，1980年王小波与李银河结婚，同年发表处女作《地久天长》。1984年赴美匹兹堡大学东亚研究中心求学，2年后获得硕士学位。在美留学期间，游历了美国各地，并利用1986年暑假游历了西欧诸国。1988年回国，先后在北京大学，中国人民大学任教。1992年9月辞去教职，做自由撰稿人。他的唯一一部电影剧本《东宫西宫》获阿根廷国际电影节最佳编剧奖，并且入围1997年戛纳国际电影节。1997年4月11日病逝于北京。,,https://img3.doubanio.com/img/author/large/1489642677.64.jpg,https://book.douban.com/author/4538422/
30367215,194108,斯坦尼斯拉夫斯基,俄罗斯,0,,,　　斯坦尼斯拉夫斯基（1863～1938）Stanislavski，Konstantin，俄国演员，导演，戏剧教育家、理论家。原姓阿列克赛耶夫。名言：“没有小角色，只有小演员”。妻子为莉琳娜。斯坦尼斯拉夫斯基演剧体系不仅奠定了中国话剧现实主义表演的科学基础，同时对于话剧学习戏曲的表演体系，创造有中国自身特色的表演体系提供了重要的参照系。斯坦尼斯拉夫斯基成功塑造的形象还有斯多克资医生（《人民公敌》）、法穆索夫（《智慧的痛苦》）、克鲁季茨基（《智者千虑必有一失》）等。斯坦尼斯拉夫斯基体系在中国博得梅兰芳等戏剧家的高度评价，并对中国戏剧产生了深远的影响。,,https://img3.doubanio.com/img/author/large/1492165994.4.jpg,https://book.douban.com/author/194108/
6311394,1830937,黄喆生,中国,0,,,　　黄喆生(1958～)笔名北渡。福建闽侯人。中国作家协会会员。,,https://book.douban.com/author/1830937/avatar,https://book.douban.com/author/1830937/
30354859,4510478,米歇尔·福柯 Michel Foucault,法国,1,1926-10-15,1984-06-25,　　米歇尔·福柯（MichelFoucault，1926—1984），法国哲学家、思想史家、社会理论家、语言学家和文学批评家。作为法国后结构主义思想的代表人物之一，他提出的知识型、权力、知识考古学等观念对之后直至今天的人文科学影响深远。其代表作有《古典时代疯狂史》、《词与物》、《知识考古学》、《规训与惩罚》等。,,https://img3.doubanio.com/img/author/large/1494572882.06.jpg,https://book.douban.com/author/4510478/
1764940,1240767,汉姆菲特 Robert Hemfelt,美国,1,,,　　,,https://book.douban.com/author/1240767/avatar,https://book.douban.com/author/1240767/
1780032,231374,仓央嘉措,,0,,,　　,,https://book.douban.com/author/231374/avatar,https://book.douban.com/author/231374/
2025696,505783,威廉·麦克斯韦尔 William Maxwell,美国,1,,,　　,,https://img3.doubanio.com/img/author/large/1504160000.25.jpg,https://book.douban.com/author/505783/
3201836,4555975,衛斯理,,0,,,　　,,https://book.douban.com/author/4555975/avatar,https://book.douban.com/author/4555975/
25835231,4548595,加古里子 Kakosato,日本,1,,,　　加古里子（かこさとし），本名中岛哲（なかじまさとし），男，日本绘本作家，儿童文学作家，工学博士。1926年3月31日，出生在日本福井县越前市。曾就读成蹊高等学校、东京大学工学部应用化学科。作品有“加古里子的身体科学绘本”系列（全10册）、“小达摩”系列和《乌鸦面包店》等。,,https://img3.doubanio.com/img/author/large/1495856665.96.jpg,https://book.douban.com/author/4548595/
6946710,1765707,"布莱恩·魏斯 BRIAN L. WEISS, M.D.",美国,1,,,　　布莱恩·魏斯(BRIANL.WEISS，M.D.)，美国耶鲁大学医学博士，曾任耶鲁大学精神科主治医师、迈阿密大学精神药物研究部主任、西奈山医学中心精神科主任，目前在迈阿密执业，并带领许多国内外的研讨会，以及专业训练计划。专攻生物精神医学与药物滥用，曾发表三十七篇科学论文与专文。许多的世界名人、亿万富豪、政治领袖都曾是魏斯的病人，他受邀去各地演讲与开授催眠课程的时间表常年排得满满。拉里·金的现场节目(LarryKingLive)、20/20、《48小时》、CNN的探索频道，以及数不清的杂志、报纸和电视节目中都曾以魏斯博士的研究为主题。,,https://img3.doubanio.com/img/author/large/1506607442.53.jpg,https://book.douban.com/author/1765707/
26317621,4585874,堀越耕平,,0,,,　　堀越耕平1986年11月20日出生在爱知县，是jump系漫画家，从周刊少年Jump2010年第32号开始连载作品《逢魔之时动物园》。作者简介作者名堀越耕平出生1986年11月20日出生地爱知県职业漫画家获奖第72届2006年下半年，手冢治虫奖，ヌケガラ佳作奖。...,,https://book.douban.com/author/4585874/avatar,https://book.douban.com/author/4585874/
1275608,4506481,儒勒·凡尔纳 Jules Verne,法国,1,1828-02-08,1905-03-24,　　儒勒·凡尔纳（1828.2.8～1905.3.24），19世纪法国小说家、剧作家及诗人。凡尔纳出生于法国港口城市南特的一个中产阶级家庭，早年依从其父亲的意愿在巴黎学习法律，之后开始创作剧本以及杂志文章。在与出版商赫泽尔父子合作期间（1862年至凡尔纳去世），凡尔纳的文学创作事业取得了巨大成功，他的不少作品被翻译成多种语言。凡尔纳一生创作了大量优秀的文学作品，以《在已知和未知的世界中的奇异旅行》为总名，代表作为三部曲《格兰特船长的儿女》《海底两万里》《神秘岛》以及《气球上的五星期》《地心游记》等。他的作品对科幻文学流派有着重要的影响，因此他与赫伯特·乔治·威尔斯一道，被称作“科幻小说之父”。据联合国教科文组织的资料，凡尔纳是世界上被翻译的作品第二多的名家，仅次于阿加莎·克里斯蒂，位于莎士比亚之上。联合国教科文组织最近的统计显示，全世界范围内，凡尔纳作品的译本已累计达4751种，他也是2011年世界上作品被翻译次数最多法语作家。在法国，2005年被定为凡尔纳年，以纪念他百年忌辰。,,https://img3.doubanio.com/img/author/large/1492163045.34.jpg,https://book.douban.com/author/4506481/
6313955,4530454,匪我思存,中国,2,,,　　匪我思存，国内原创爱情小说领军人物、编剧；湖北省作协成员，在多家知名杂志发表过小说；已出版作品20多部，并在内地、香港、台湾、越南等地发行。多部小说已授出电视剧和电影改编权。代表作《佳期如梦》《来不及说我爱你》《千山暮雪》《东宫》。2005年正式出版第一部小说，曾用笔名思存，又名费小存、离馅三千里。22部小说的作者，多部影视作品的原着者，国内原创爱情小说领军人物，曾在女性阅读杂志《仙度瑞拉》和娱乐杂志《电视剧》设有专栏，在《公主志》、《南风》、《花溪》、《都市丽人》、《言情》、《玄武纪》等多家知名杂志发表过作品。信步走出城门外，美女熙熙如茅花。痴心女子负心汉，这当中肯定包含了不少在美女面前心旌动神颠魂倒的风流故事。,,https://img3.doubanio.com/img/author/large/1489485229.3.jpg,https://book.douban.com/author/4530454/
10740032,1083057,谢尔·希尔弗斯坦 文·图,美国,0,,,　　,,https://book.douban.com/author/1083057/avatar,https://book.douban.com/author/1083057/
30226976,260256,亚伯拉罕·马斯洛,美国,0,,,　　,,https://img3.doubanio.com/img/author/large/1555469297.62.jpg,https://book.douban.com/author/260256/
30476256,425563,赤木明登,日本,1,,,　　赤木明登，日本輪島著名的漆器工藝師。原本從事雜誌編輯的他，因為對傳統漆器工藝的喜愛與著迷，於1988開始漆器的學習與創作，他獨創將「和紙」貼於漆器上再上漆的技法，使漆器變得更耐用及更生活化，在傳統的工藝領域掀起一陣旋風，並被德國國立美術館名列為「日本現代漆器12人」其中之一。,,https://img3.doubanio.com/img/author/large/1500366560.53.jpg,https://book.douban.com/author/425563/
5984814,126663,柯尼斯伯格 E．Ｌ．Konigsburg,美国,2,,,　　假如把1968年说成是柯尼斯伯格（E．Ｌ．Konigsburg）之年，实在一点都不为过。在这一年，她的第一本书《小巫婆求仙记》（Jennifer，Hecate，Macbeth，William，Mckinley，andMeFlizabeth）得到纽伯瑞银牌奖（NewberyHonor）；而首奖落在谁家呢？没错，也是她。她的第二本书《天使雕像》（FromtheMixed—UpFilesofMrs.BasilE.Frankweiler）拔得头筹。,,https://book.douban.com/author/126663/avatar,https://book.douban.com/author/126663/
10796035,4512325,叶嘉莹 Yeh Chia-ying,加拿大,2,,,　　叶嘉莹，女，号迦陵，中国古典文学研究专家。1924年7月出生于北京的一个书香世家，1945年毕业于辅仁大学国文系。现为南开大学中华古典文化研究所所长，博士生导师，加拿大皇家学会院士。曾任台湾大学教授、美国哈佛大学、密歇根大学及哥伦比亚大学客座教授、加拿大不列颠哥伦比亚大学终身教授，并受聘于国内多所大学客座教授及中国社会科学院文学所名誉研究员，2012年6月被聘任为中央文史研究馆馆员。,,https://img3.doubanio.com/img/author/large/1553848001.76.jpg,https://book.douban.com/author/4512325/
25953676,4529032,曹文轩,中国,1,,,　　曹文轩，北京大学中文系教授，北京作家协会副主席。主要作品有《山羊不吃天堂草》《草房子》《根鸟》《青铜葵花》《我的儿子皮卡》《丁丁当当》等，多部作品被译为英、法、德、希腊、日、韩、瑞典、丹麦、葡萄牙等文字。曾获中国作协儿童文学奖、宋庆龄文学奖金奖、冰心文学大奖、国家图书奖、金鸡奖最佳编剧奖、中国电影华表奖、德黑兰国际电影节“金蝴蝶”奖、国际安徒生奖提名奖等。,,https://img3.doubanio.com/img/author/large/1495604123.34.jpg,https://book.douban.com/author/4529032/
25927950,4608910,查尔斯·斯特罗斯  Charles Stross,英国,1,,,　　英国科幻、奇幻和恐怖小说作家。主要著作有MerchantPrinces系列、TheLaundryFiles系列和HaltingState系列。,,https://img3.doubanio.com/img/author/large/A6xRpJ9q3-Qcel_avatar_uploaded1525997769.91.jpg,https://book.douban.com/author/4608910/
26590889,456590,盖伊·温奇博士 Guy Winch,美国,0,,,　　,,https://book.douban.com/author/456590/avatar,https://book.douban.com/author/456590/
30176554,254394,周浩晖,中国,1,,,　　周浩晖，男，1977年出生于江苏省扬州市。后考入清华大学，获清华大学环境科学与工程系硕士学位，现任教于华北科技学院环境工程系。尤擅悬疑小说，其中以刑警罗飞系列独步悬疑江湖，被称为中国的东野圭吾，一直致力打造中国最好的悬疑小说。其主要作品有《凶画》、《鬼望坡》、《雅库玛的诅咒》、《死亡通知单》、《床下》、《致命的遗嘱》等。2011年4月根据《致命的遗嘱》改编的电影《囧探佳人》上映。2014年，由作品《死亡通知单》改编而成的网络剧《暗黑者》在腾讯视频上映。周浩晖状告于正抄袭案于2016年1月19日在扬州市中院开庭。,,https://img3.doubanio.com/img/author/large/1492147166.14.jpg,https://book.douban.com/author/254394/
1085856,4528620,马克西姆·高尔基 Maxim Gorky,苏联,1,1868-03-28,1936-06-18,　　玛克西姆·高尔基(英译MaksimGorky)，前苏联无产阶级作家。原名阿列克谢·马克西莫维奇·彼什科夫（АлексейМаксимовичПещков）。社会主义、现实主义文学的奠基人，列宁称他为“无产阶级艺术最杰出的代表”。代表作品：《童年》、《在人间》、《我的大学》。,,https://img1.doubanio.com/img/author/large/1492147153.39.jpg,https://book.douban.com/author/4528620/
25900371,4562822,米兰·昆德拉 Milan Kundera,捷克,1,,,　　米兰·昆德拉（MilanKundera），捷克小说家，生于捷克布尔诺市。1967年，他的第一部长篇小说《玩笑》在捷克出版，获得巨大成功，在捷克当代文坛上的重要地位从此确定。于1975年移居法国，曾多次获得国际文学奖，并多次被提名为诺贝尔文学奖的候选人。代表作品有《笑忘录》、《生命不能承受之轻》等。,,https://img3.doubanio.com/img/author/large/1552549779.92.jpg,https://book.douban.com/author/4562822/
27136528,4523301,玛格丽特·杜拉斯 Marguerite Duras,法国,2,1914-04-04,1996-03-03,　　玛格丽特·杜拉斯（法语：MargueriteDonnadieu，1914年4月4日－1996年3月3日），原名玛格丽特·陶拉迪欧，法国著名作家、剧作家、电影编导。她的成名作是1950年发表的自传体小说《抵挡太平洋的堤坝》。代表作有《广岛之恋》、《情人》等。曾获龚古尔文学奖、法兰西学院戏剧大奖等奖项。她的作品别具一格，一度成为许多女作家模仿的对象。,,https://img3.doubanio.com/img/author/large/1492425563.55.jpg,https://book.douban.com/author/4523301/
30259680,4537266,东野圭吾 Keigo Higashino,日本,1,,,　　东野圭吾（ひがしのけいご），日本推理小说家，1958年2月4日出生于日本大坂。毕业于大坂府立大学工学部电器工学科。1985年以第31届江户川乱步奖得奖作《放学后》出道。早期作品多为精巧细致的本格推理，后期笔锋愈发老辣，文字鲜加雕琢，叙述简练凶狠，情节跌宕诡异，故事架构几至匪夷所思的地步，擅长从极不合理处写出极合理的故事，作风逐渐超越传统推理小说的框架。1999年《秘密》获第52届日本推理作家协会奖，2006年《嫌疑人X的献身》获134届直木奖，东野圭吾从而达成了日本推理小说史上罕见的“三冠王”。代表作有《放学后》《秘密》《白夜行》《暗恋》《信》《嫌疑人X的献身》。,,https://img3.doubanio.com/img/author/large/1489394578.3.jpg,https://book.douban.com/author/4537266/
20473479,331117,辛德勇 XinDeyong（北京大学历史系）,中国,1,,,　　辛德勇，1959年8月11日生，辽宁铁岭开原人，历史学博士，现任北京大学中国古代史研究中心教授。主要从事中国历史地理学、历史文献学研究，兼事地理学史研究，代表作为《隋唐两京丛考》、《古代交通与地理文献研究》、《历史的空间与空间的历史：中国历史地理与地理学史研究》和《秦汉政区与边界地理研究》。　　2016年4月，辛德勇入选2015年度“长江学者奖励计划”特聘教授名单。,,https://img3.doubanio.com/img/author/large/1523236900.73.jpg,https://book.douban.com/author/331117/
19967506,688281,安东尼·德·圣-埃克苏佩里 Antoine de Saint-Exupéry,法国,1,1900-06-29,1944-07-31,　　安东尼·德·圣埃克苏佩里（AntoinedeSaint-Exupéry，1900-1944），这位法国作家的职业是飞行员，一生喜欢冒险和自由，是利用飞机将邮件传递到高山和沙漠的先锋。除了飞行，用写作探索灵魂深处的寂寞是他的另一终生所爱。第二次世界大战期间，法国被纳粹占领，他去了美国。生平发表5部篇幅不长的小说作品：《南方邮件》、《夜航》、《人的大地》、《空军飞行员》和《小王子》。1944年他在一次飞行任务中失踪，成为法国文学史上最神秘的一则传奇。1900年6月29日生于法国里昂，法国作家。,,https://img3.doubanio.com/img/author/large/1492162873.96.jpg,https://book.douban.com/author/688281/
