id,title,book_url,pic_url,author,press,original,translator,publish_date,pages,price,binding,ISBN,douban_score,summary,autor_intro,author_id
6857344,夜莺与玫瑰,https://book.douban.com/subject/6857344/,https://img3.doubanio.com/view/subject/l/public/s10345525.jpg,[爱尔兰]奥斯卡·王尔德,辽宁教育出版社,,,2011-9,288,34.00元,平装,9787538294101.0,8.5,《夜莺与玫瑰》是王尔德所著的童话作品经典选集，共收录了他的《夜莺与玫瑰》《幸福王子》《巨人的花园》《忠实的朋友》《驰名的火箭》和《星孩儿》七部脍炙人口的经典作品。这些作品，由民国时期著名的大才女林徽因翻译而成。林徽因的文字优美自然、富有灵气，充满了恬静的女性美。译文后面并附录了完整的英文原文，读者可以感受英国天才作家王尔德的语言魅力。 书中的插图由19世纪末20世纪初英国出版黄金时代的插画大师查尔斯·罗宾逊于1913年绘制，是最早为王尔德童话绘图的画家。这些插图精致活泼，意境深远，本身就具备了很高的艺术价值。 《夜莺与玫瑰》是王尔德童话的经典选集，于1888年首次出版，问世后立即引起轰动，并永久地载入英国儿童文学史，由此奠定了王尔德在童话领域内不亚于安徒生的伟大地位。1913年，英国插画大师查尔斯·罗宾逊成为给王尔德童话绘制插图的第一位大艺术家。 王...(展开全部),《夜莺与玫瑰》是王尔德所著的童话作品经典选集，共收录了他的《夜莺与玫瑰》《幸福王子》《巨人的花园》《忠实的朋友》《驰名的火箭》和《星孩儿》七部脍炙人口的经典作品。这些作品，由民国时期著名的大才女林徽因翻译而成。林徽因的文字优美自然、富有灵气，充满了恬静的女性美。译文后面并附录了完整的英文原文，读者可以感受英国天才作家王尔德的语言魅力。 书中的插图由19世纪末20世纪初英国出版黄金时代的插画大师查尔斯·罗宾逊于1913年绘制，是最早为王尔德童话绘图的画家。这些插图精致活泼，意境深远，本身就具备了很高的艺术价值。 《夜莺与玫瑰》是王尔德童话的经典选集，于1888年首次出版，问世后立即引起轰动，并永久地载入英国儿童文学史，由此奠定了王尔德在童话领域内不亚于安徒生的伟大地位。1913年，英国插画大师查尔斯·罗宾逊成为给王尔德童话绘制插图的第一位大艺术家。 王尔德的童话被誉为“世界上最美丽的童话”，也被称为“世界上最感人的童话”。在他的每部作品中，几乎都有一个因为“至爱”而变得“至美”的形象。据说王尔德在给儿子诵读自己的作品时，也会因此感动得潸然泪下。 被胡适誉为一代大才女的林徽因，对王尔德的童话一直情有独钟。她在照顾爱人梁思成住院期间，翻译了王尔德被誉为“比生命更可爱的爱情”的童话，以此表达自己对爱情的忠贞。林徽因由此成为继周作人、穆木天之后，第三位向国人介绍王尔德童话作品的中国作家。,https://book.douban.com/author/4502225/
5993314,安吉拉·卡特的精怪故事集,https://book.douban.com/subject/5993314/,https://img1.doubanio.com/view/subject/l/public/s6870889.jpg,[英]安吉拉·卡特,南京大学出版社,,郑冉然,2011-9,582,48.00元,精装,9787305081323.0,8.0,很久很久以前，精怪故事不光是给孩子们看的，《安吉拉·卡特的精怪故事集》就是如此。这部精彩的集子囊括了抒情故事、血腥故事、令人捧腹的故事和粗俗下流的故事，它们来自世界各地，从北极到亚洲——里面决没有昏头昏脑的公主和多愁善感的仙子；相反，我们看到的是美丽的女仆和干瘪的老太婆，狡猾的妇人和品行不端的姑娘，巫婆和接生婆，坏姨妈和怪姐妹。 这些出色的故事颂扬坚强的意志、卑鄙的欺诈、妖术与阴谋，采集它们的只可能是独一无二且令我们深深怀念的安吉拉·卡特。 最初以《悍妇精怪故事集》和《悍妇精怪故事集第二卷》的形式出版,"安吉拉·卡特（Angela Carter, 1940-1992），出生于英国伊斯特本（Eastbourne），是英国最具独创性的作家之一，书写风格混合魔幻写实、歌德式以及女性主义。卡特著有八部小说：《魔幻玩具铺》（The Magic Toyshop ,获约翰·勒维林·里 斯奖）、《数种知觉》（获毛姆奖）、《英雄与恶徒》、《爱》、《霍夫曼博士的地狱欲望机器》、《新夏娃的激情》、《马戏团之夜》以及《明智的孩子》。三本短篇小说集：《染血之室》、《烟火：个个世俗故事》，以及《圣人与陌生人》等等。卡特的作品也深受媒体喜爱：短篇小说《与狼为伴》和《魔幻玩具铺》曾拍成电影，《马戏团之夜》和《明智的孩子》改编成舞台剧于伦敦上演，2006年更被誉为是安吉拉·卡特之年，在英伦掀起一阵卡特热潮。",https://book.douban.com/author/4562829/
3576486,小狗钱钱,https://book.douban.com/subject/3576486/,https://img3.doubanio.com/view/subject/l/public/s6530133.jpg,[德]博多·舍费尔,南海出版公司,,王钟欣/余茜,2009-2-1,209,20.00元,,9787544243889.0,9.0,《小狗钱钱》主要内容：吉娅是一个普通的12岁女孩，一次偶然的机会，她救助了一只受伤的小狗，并给它取名叫“钱钱”。没想到，钱钱居然是一位深藏不露的理财高手，它彻底改变了吉娅一家人的财富命运……“欧洲第一理财大师”博多·舍费尔用生动的理财童话，教会你如何从小学会支配金钱，而不是受金钱的支配；如何像富人那样思考，正确地认识和使用金钱；如何进行理财投资，找到积累资产的方法，早日实现财务自由！   海报：,博多·舍费尔，1960年9月10日出生在德国科隆，是德国著名的投资家、企业家、演说家以及畅销书作家。      从小，博多便目睹了贫穷给人们带来的种种伤害，这让他厌恶贫穷。6岁时，他决心要在30岁时成为百万富翁。      16岁时，博多只身远赴美国闯荡。26岁时，他陷入了严重的个人财务危机。然而，凭借坚强的意志和正确的投资理念，博多在30岁时摆脱了债务，获得了成功——这时，凭借个人资产产生的利息，他就可以过上富有的生活。      博多决心把他的理财知识传播给更多的人。他开始频频参加电视访谈节目，在世界各地举办讲座并著书立说。他已经帮助欧洲成千上万的人在个人财务问题上取得了巨大的进步，成为欧洲第一理财大师，拥有“欧洲巴菲特”和“欧洲第一金钱教练”的美誉。      他的《赢家法则》成为德国最佳畅销书；《小狗钱钱》全球销量逾千万册，也已在中国出版，并...(展开全部),https://book.douban.com/author/4527990/
1085470,海底两万里,https://book.douban.com/subject/1085470/,https://img3.doubanio.com/view/subject/l/public/s1817666.jpg,[法]儒尔·凡尔纳/[法]儒勒·凡尔纳,译林出版社,,沈国华/钱培鑫/曹德明,2002-9,414,19.50元,精装,9787806574317.0,8.4,本书是法国举世闻名的科幻小说作家儒尔·凡尔纳的代表作之一。 作者让读者登上“鹦鹉螺号”，以平均十二公里的时速，在将近十个月的海底旅行中，随着尼摩船长和他的“客人们”饱览海底变幻无穷的奇异景观和各类生物；航程中高潮迭起，有海底狩猎，参观海底森林，探访海底亚特兰蒂斯废墟，打捞西班牙沉船的财宝，目睹珊瑚王国的葬礼，与大蜘蛛、鲨鱼、章鱼搏斗， 击退土著人的围攻等等。 十九世纪下半叶，“异国风情”曾受到不少作家，画家的青睐和读者的追捧，《海底两万里》的奇妙旅行为异域风情另辟蹊径，使人耳目一新；这就是为什么这部“海洋小说”不仅在当时一出版即成为畅销书，而且日后受到一代又一代读者欢迎的原因。,,https://book.douban.com/author/184413/
1052990,草房子,https://book.douban.com/subject/1052990/,https://img3.doubanio.com/view/subject/l/public/s2652540.jpg,曹文轩,江苏少年儿童出版社,,,2009-6,296,18.00元,平装,9787534618727.0,9.0,这是一部讲究品位的少年长篇小说。 作品写了男孩桑桑刻骨铭心、终身难忘的六年小学生活。六年中，他亲眼目睹或直接参与了一连串看似寻常但又催人泪下、撼动人心的故事：少男少女之间毫无暇疵的纯情，不幸少年与厄运相拼时的悲怆与优雅，残疾男孩对尊严的执著坚守，垂暮老人在最后一瞬所闪耀的人格光彩，在死亡体验中对生命的深切而优美的领悟，大人们之间扑朔迷离且又充满诗情画意的情感纠葛 …… 这一切，既清楚又朦胧地展现在少年桑桑的世界里。这六年，是他接受人生启蒙教育的六年。 作品格调高雅，由始至终充满美感。叙述风格谐趣而又庄重，整体结构独特而又新颖，情节设计曲折而又智慧。荡漾于全部作品的悲悯情怀，在人与人之间的关系日趋疏远、情感日越淡漠的当今世界中，也显得弥足珍贵、格外感人。通篇叙述既明白晓畅，又有一定的深度，是那种既是孩子喜爱也可供成人阅读的儿童文学作品。,曹文轩，1954年1月生于江苏盐城农村。中国作家协会全国委员会委员、北京大学中文系教授、中国现当代文学博士生导师。 有文学作品集、长篇小说《忧郁的田园》、《红葫芦》、《蔷薇谷》、《白栅栏》、《甜橙树》、《追随永恒》、《山羊不吃天堂草》、《草房子》、《红瓦》、《根鸟》等15种。 主要学术著作有《第二世界――对文学艺术的哲学解释》、《小说门》、《中国八十年代文学现象研究》、《二十世纪末中国文学现象研究》、《面对微妙》、《曹文轩文学论集》等。 主编《二十世纪末中国文学作品选》、《五十年中国小说选》、《现代名篇导读》、《外国文学名作导读本》、《外国儿童文学名作导读本》等。 有作品翻译为英、法、日、韩等文字。曾获国家图书奖、宋庆龄文学奖金奖、冰心文学奖、金鸡奖最佳编剧奖、中国电影华表奖、德黑兰国际电影节评审团特别大奖“金蝴蝶”奖、意大利第十三届Giffoni电...(展开全部),https://book.douban.com/author/4529032/
1064841,绿山墙的安妮,https://book.douban.com/subject/1064841/,https://img1.doubanio.com/view/subject/l/public/s1050548.jpg,[加拿大]露西·莫德·蒙哥玛利,浙江文艺出版社,,,2003-01,255,15.00元,平装,9787533915889.0,9.1,一部最甜蜜的描写儿童生活的小说。安妮是个身世凄凉的小女孩，出生不久即父母双亡，成了孤儿。好心的邻居把她养到六岁之后她又到另一户人家看孩子，后来被送到了孤儿院。十一岁的时候，绿山墙的马修和玛莉拉收养了她。安妮天性活泼乐观，想像力极为丰富。她的天真和幻想使闹了不少笑话，但她的善良和直率也使她赢得了友谊和真挚的爱。她聪明而勤奋，凭着自己的努力考取了大学，但为了照顾玛莉拉，她又放弃了学业。这是一个孤儿长大成人的故事，朴实而绚丽，充满着童心和梦幻。 绿山墙农舍的卡思伯特兄妹决定领养一个男孩，帮着做田里的农活。令人大吃一惊的是，孤儿院送来了一个爱幻想、喋喋不休的红发孩，一个小精灵。这个小精灵像一股清新的风吹进了闭塞的农舍乡村。故事由此开始……,露西·莫德·蒙哥玛利出生在加拿大最美丽的爱德华王子岛，从小与外祖父母一起生活在一所老式的四周都是苹果园的农舍里，美好的田无生活培养了她对大自然的终生热爱。露西九岁开始写诗，十六岁开始投稿，三十七岁结婚，嫁给一位牧师。在忙碌操劳的漫长岁月里，她每天都挤出几个小时坚持阅读与写作，成果累累。她的女孩成长小说系列在英语国家畅销近一个世纪而不衰，被译成数十种文字，被多次改编成电影、电视剧，又搬上舞台，改编成音乐喜剧。 艾米莉系列小说以迷人的艺术魅力展现了异国异地一个女孩丰满的成长过程。艾米莉坚持自己爱美的天性和纯真的情怀，通过自己的良好行为，成为人们心目中有着阳光般美好性格和浪漫情怀的梦女孩。,https://book.douban.com/author/208209/
1318622,青铜葵花,https://book.douban.com/subject/1318622/,https://img3.doubanio.com/view/subject/l/public/s1331331.jpg,曹文轩,江苏少年儿童出版社,,,2005-4,246,18.00元,平装,9787534633362.0,8.7,这是一个男孩与女孩的故事。男孩叫青铜，女孩叫葵花。一个特别的机缘，让城市女孩葵花和乡要男孩青铜成了兄妹相称的朋友，他们一起生活、一起长大。12岁那年，命运又将女孩葵花召回她的城市。男孩青铜从此常常遥望芦荡的尽头，遥望女孩葵花所在的地方…… 作品写苦难――大苦难，将苦难写到达深刻之处；作品写美――大美，将美写到极致；作品写爱――至爱，将爱写得充满生机与情意。,曹文轩，1954年1月生于江苏盐城农村。中国作家协会全国委员会委员、北京大学中文系教授、中国现当代文学博士生导师。2004年获国际安徒生奖提名奖。,https://book.douban.com/author/4529032/
1019568,三国演义（全二册）,https://book.douban.com/subject/1019568/,https://img3.doubanio.com/view/subject/l/public/s1076932.jpg,罗贯中,人民文学出版社,,,1998-05,990,39.50元,平装,9787020008728.0,9.2,"《三国演义》又名《三国志演义》、《三国志通俗演义》，是我国小说史上最著名最杰出的长篇章回体历史小说。 《三国演义》的作者是元末明初人罗贯中，由毛纶，毛宗岗父子批改。在其成书前，“三国故事”已经历了数百年的历史发展过程。在唐代，三国故事已广为流传，连儿童都很熟悉。随着市民文艺的发展，宋代的“说话”艺人，已有专门说三国故事的，当时称为“说三分”。元代出现的《三国志平话》，实际上是从说书人使用的本子，虽较简略粗糙，但已初肯《三国演义》的规模。罗贯中在群众传说和民间艺人创作的基础上，又依据陈寿《三国志》及裴松之注中所征引的资料（还包括《世说新语》及注中的资料），经过巨大的创作劳动，写在了规模宏伟的巨著——《三国志通俗演义》全书24卷，240回。后来经过毛纶，毛宗岗父子批改，形成我们现在所见的《三国演义》120回版       由于人文出版社选取的毛批版本和...(展开全部),《三国演义》又名《三国志演义》、《三国志通俗演义》，是我国小说史上最著名最杰出的长篇章回体历史小说。 《三国演义》的作者是元末明初人罗贯中，由毛纶，毛宗岗父子批改。在其成书前，“三国故事”已经历了数百年的历史发展过程。在唐代，三国故事已广为流传，连儿童都很熟悉。随着市民文艺的发展，宋代的“说话”艺人，已有专门说三国故事的，当时称为“说三分”。元代出现的《三国志平话》，实际上是从说书人使用的本子，虽较简略粗糙，但已初肯《三国演义》的规模。罗贯中在群众传说和民间艺人创作的基础上，又依据陈寿《三国志》及裴松之注中所征引的资料（还包括《世说新语》及注中的资料），经过巨大的创作劳动，写在了规模宏伟的巨著——《三国志通俗演义》全书24卷，240回。后来经过毛纶，毛宗岗父子批改，形成我们现在所见的《三国演义》120回版       由于人文出版社选取的毛批版本和明嘉靖版的《三国志通俗演义》颇有出入，将拥刘抑曹的思想发展到一个几乎病态的角度，且大量地删除了原文中赞扬曹操一方人物的诗词和评论，所以给世人造成一种三国演义打击曹操、歌颂刘备的错误印象，且该批改版将刘备一方无限神化，甚至将诸葛亮准备将魏延烧死在上方谷这样的情节统统删除，将诸葛说成是一个完美近乎神人的形象，这是大家阅读时候值得注意的地方。       由于该版本选用的是毛批改版，而且没有将毛家父子的批语选入，就会给人造成一种错觉，认为该版本和毛批本是不相同的，其实本书和毛批本完全一致，不过是删除了批语部分，加入了编者的注脚。请读者朋友们阅读时注意","罗贯中（约1330—约1400），汉族，名本，字贯中，号湖海散人。山西太原人，一说钱塘（现在浙江杭州）或庐陵（现在江西吉安）人。元末明初著名小说家、戏曲家，是中国章回小说的鼻祖。一生著作颇丰，主要作品有：剧本《赵太祖龙虎风云会》《忠正孝子连环谏》、《三平章死哭蜚虎子》；小说《隋唐两朝志传》《残唐五代史演义》《三遂平妖传》《粉妆楼》、和施耐庵合著的《水浒传》、代表作《三国演义》等。",https://book.douban.com/author/4507174/
1008357,水浒传（全二册）,https://book.douban.com/subject/1008357/,https://img3.doubanio.com/view/subject/l/public/s1147854.jpg,罗贯中/施耐庵,人民文学出版社,,,1997-1,1314,50.60元,平装,9787020008742.0,8.5,《水浒传》是我国第一部以农民起义为题材的长篇章回小说，是我国文学史上一座巍然屹立的丰碑，也是世界文学宝库中一颗光彩夺目的明珠。数百年来，它一直深受我国人民的喜爱，并被译为多种文字，成为我国流传最为广泛的古代长篇小说之一。     《水浒传》具体而生动地描写了以宋江为首的农民起义发生、发展直至失财的整个过程，揭露了封建社会的黑暗、腐朽和统治阶级的种种罪恶，热情歌颂了起义英雄的反抗精神和正义行动，塑造了一大批梁山好汉的光辉形象，形象地揭示了封建社会“官逼民反”的客观真理和农民起义失败的内在原因。,,https://book.douban.com/author/4507174/
1883245,诗经,https://book.douban.com/subject/1883245/,https://img3.doubanio.com/view/subject/l/public/s1979223.jpg,孔丘,北京出版社,,,2006-7,363,19.90元,平装,9787200065039.0,9.4,这本《诗经》收录全部305篇，每篇诗歌都配有相应的解释及译文，使读者更容易理解。,,https://book.douban.com/author/4565668/
1042053,儒林外史,https://book.douban.com/subject/1042053/,https://img3.doubanio.com/view/subject/l/public/s1909396.jpg,吴敬梓,人民文学出版社,,,2002-1-1,594,20.00,平装,9787020036189.0,8.3,吴敬梓的《儒林外史》是中国小说史上少有的几部出类拔萃的巨制之一，是唯一一部真正意义上的讽刺小说。     吴敬梓在创作此书时，以对待功名富贵和文行出处的态度为中心，贬抑批判士人中的假儒士和假名士，褒扬推崇真儒士和真名士，热烈赞美具有完整健康人格的、德才兼备的知识分子。     《儒林外史》创造了富有民族特色又极具个性的讽刺艺术。塑造人物时，能秉持公心，不虚美，不隐恶，借喜剧性的情节，揭示悲剧性的内涵，令人笑中带泪，具有振聋发聩的艺术效果。     小说词义婉曲，叙述含蓄，冷静蕴藉，常常是用白描的笔触，“不尚夸张，一味写实”，让生活的真实来显现讽刺的力量。,,https://book.douban.com/author/4504478/
1053088,陶庵梦忆 西湖梦寻,https://book.douban.com/subject/1053088/,https://img3.doubanio.com/view/subject/l/public/s4039793.jpg,张岱,上海古籍出版社,,夏咸淳/程维荣 校注,2001-5,303,25.00元,平装,9787532528684.0,9.2,《陶庵梦忆》展示了明末色彩斑斓的市民阶层的生活情态，书中所载多琐屑之事，涉及城市胜概、山川景物、风俗人情、文学艺术等各个方面。,张岱，一名维城，字宗子，号石公、陶庵、蝶庵、天孙、六休居士，山阴（今浙江绍兴）人。祖籍四川绵竹，故又自称“蜀人”、“古剑”。生于万历二十五年（1597），卒年诸说不一，据商盘《越风》张岱小传推算，当在康熙二十八年（1689），享年九十三岁。,https://book.douban.com/author/4541700/
1483894,三国演义,https://book.douban.com/subject/1483894/,https://img3.doubanio.com/view/subject/l/public/s1661101.jpg,罗贯中,岳麓书社,,,1986-6-1,638 页,13.0,精装,9787805200132.0,9.4,滚滚长江东逝水，浪花淘尽英雄。吕布赵云关羽，官渡赤壁街亭，斩华雄空城计长坂坡七擒七纵，一看三叹，三国风云起，几度夕阳红。该剧展现了历史上一个豪强们为攫取最高统治权而进行的政治斗争和频繁混战的动乱时代。展示了魏、蜀、吴纵横捭阖、逐鹿争雄的历史画卷！ 《三国演义》是根据三国时期的史实和民间传说创作而成的优秀历史小说。它的内容丰富多彩，为读者留下了深厚多而的认识价值。故事远起汉灵帝年间刘、关、张桃园结义，描述了东汉末年和三国时期近百年发生的重大历史事件，和众多的叱咤风云的英雄人物。作者通过真实动人的故事，揭示了封建统治阶级内部的黑暗和腐朽，控诉了统治者的暴虐和丑恶。东汉末年，军阀混战，所谓“十八路”诸候联军征讨董卓，打的是“扶持王室，拯救黎民”的旗号，干的是勾心斗角、尔虞我诈的勾当，各怀心复事，都企图称王称霸。,"罗贯中（约1330—约1400），汉族，名本，字贯中，号湖海散人。他的籍贯一说是太原（今山西太原) ，一说是东原(今山东东平）, 一说是钱塘（今浙江杭州)，不可确考。但是，近年来由于在山西省祁县河湾村发现了罗贯中之家谱，以及个人使用的印章，故基本可以确定其籍贯为太原府祁县。元末明初著名小说家、戏曲家，是中国章回小说的鼻祖。一生著作颇丰，主要作品有：剧本《赵太祖龙虎风云会》《忠正孝子连环谏》、《三平章死哭蜚虎子》；小说《隋唐两朝志传》《残唐五代史演义》《三遂平妖传》《粉妆楼》、和施耐庵合著的《水浒传》、代表作《三国演义》等。 罗贯中生于元末明初的封建王朝时代。作为与“倡优”、“妓艺”为伍的戏曲平话作家，当时被视为勾栏瓦舍的下九流，正史不可能为他写经作传。惟一可看到的是一位明代无名氏编著的一本小册子《录鬼簿续编》，上写：“罗贯中，太原人，号湖海散人。与人...(展开全部)",https://book.douban.com/author/4507174/
1085860,基督山伯爵,https://book.douban.com/subject/1085860/,https://img3.doubanio.com/view/subject/l/public/s3248016.jpg,[法]大仲马,上海译文出版社,,周克希/韩沪麟,1991-12-1,1453,43.90元,精装,9787532712243.0,9.0,小说以法国波旁王朝和七月王朝两大时期为背景，描写了一个报恩复仇的故事。法老号大副唐泰斯受船长的临终嘱托，为拿破仑送了一封信，受到两个对他嫉妒的小人的陷害，被打入死牢，狱友法里亚神甫向他传授了各种知识，还在临终前把一批宝藏的秘密告诉了他。他设法越狱后找到了宝藏，成为巨富。从此他化名为基督山伯爵，经过精心策划，报答了他的恩人，惩罚了三个一心想置他于死地的仇人。,法国19世纪积极浪漫主义作家。其祖父是候爵德·拉·巴那特里，与黑奴结合生下其父，名亚历山大，受洗时用母姓仲马。法国大革命爆发后，亚历山大·仲马屡建奇功，当上共和政府将军。大仲马终生信守共和政见，一贯反对君主专政，憎恨复辟王朝，不满七月王朝，反对第二帝国。他饱尝种族歧视，心中受到创伤。家庭出身和经历使大仲马形成了反对不平、追求正义的叛逆性格。大仲马自学成才，一生写的各种类型作品达300卷之多，主要以小说和剧作著称于世。大仲马的剧本《享利第三及其宫廷》（1829）比雨果的《欧那尼》还早问世一年。这出浪漫主义戏剧，完全破除了古典主义“三一律”。大仲马小说多达百部，大都以真实的历史作背景，以主人公的奇遇为内容，情节曲折生动，处处出人意外，堪称历史惊险小说。异乎寻常的理想英雄，急剧发展的故事情节，紧张的打斗动作，清晰明朗的完整结构，生动有力的语言，灵活机智的对...(展开全部),https://book.douban.com/author/4503594/
1014578,我的精神家园,https://book.douban.com/subject/1014578/,https://img3.doubanio.com/view/subject/l/public/s1016763.jpg,王小波,文化艺术出版社,,,1997,303,18.80元,平装,9787503915864.0,9.1,一九九七年六月，王小波逝世两个月后，他的杂文自选集《我的精神家园》出版。这是第一版的封面。相比于2002版出版的《我的精神家园》纪念版来说，这一版本没有纪念文章，只收有王自己的文字。当时这本书，和九七年五月第一次在大陆出版的《黄金时代》《白银时代》和《青铜时代》一起上架，十月又出版了《沉默的大多数》。一时间，大家都知道了，有一个王小波。可惜，那时他已辞世，只留下书店里满架的王小波，像一场喧哗无声的葬礼。,王小波：学者，作家。1952年5月13日出生于北京，1968去云南插队，1978年考入中国人民大学学习商业管理。1984年至1988年在美国匹兹堡大学学习，或硕士学位后回国，曾任教于北京大学和中国人民大学，后辞职专事写作。1997年4月11日病逝于北京。 代表作有长篇小说《时代三部曲》、电影文学剧本《东宫西宫》及数十万字的杂文随笔文字。,https://book.douban.com/author/4538422/
1418686,红拂夜奔,https://book.douban.com/subject/1418686/,https://img3.doubanio.com/view/subject/l/public/s26384792.jpg,王小波,江苏文艺出版社,,,2005-1,316,28.00元,平装,9787539921624.0,8.6,《红拂夜奔》这书题就会让读者认为是写隋末杨素家妓红拂敬慕大军事家李靖，私奔相从的风流逸事。然而，这本书它以现代人的眼光去观照历史，又以历史文化原型来建构现代小说的结构。历史的重建和复归在于人类有共同的心理品质、共同的生存状态和共同的生存困境。王小波在序言中说：“我写的是内心而不是外形，是神似而不是形似。”人类自身的进化是在不断循环、重演的历史中进行的，唯有如此，那些世代相传的古典名著才能震撼现代读者的心灵，引起共鸣；那些借鉴历史原型的现代作品才能激发读者真正的兴趣。王小波写的就是这样一部把历史和现实进行双向建构的小说。,王小波，1952年出生于北京，并先后当过知青、民办教师、工人、工科大学生。在美国匹兹堡大学取得文学硕士，再学电脑，在统计系当助教，回国后在中国人民大学任教。1980年，他与李银河结婚。 1995年，王小波的成名作《黄金时代》被当局查禁，甚至不准在国营的新华书店摆卖，可是却受广大的读者和文学评论家赞赏。 事实上，《黄金时代》在个体户书摊上已经售出六万多册，并且出版了台湾版和香港版，对此，《人民日报》海外版亦不得不承认：“这部小说无论在国内还是海外留学生偶一露面总会造成排队阅读的局面。”至于他唯一一部电影剧本《东宫·西宫》获阿根廷国际电影节最佳编剧奖，并且荣膺1997年的戛纳国际电影节入围作品，使王小波成为在国际电影节为中国取得最佳编剧奖的第一人。 1997年4月10日在北京因心脏病猝死的王小波，被誉为中国的乔依斯兼卡夫卡。,https://book.douban.com/author/4538422/
1082150,白银时代,https://book.douban.com/subject/1082150/,https://img3.doubanio.com/view/subject/l/public/s1072540.jpg,王小波,花城出版社,,,1997-5,208,10.00元,平装,9787536025097.0,8.4,《白银时代》是《时代三部曲》之二。这是由一组虚拟时空的作品构成的长篇。这组作品写的是本世纪长大而活到下世纪的知识分子，在跨世纪的生存过程中，回忆他们的上辈、描述他们的上辈、描述他们自己的人生。与其说这是对未来世界的预测，不如说是现代生活的寓言。,,https://book.douban.com/author/4538422/
1082406,黄金时代,https://book.douban.com/subject/1082406/,https://img1.doubanio.com/view/subject/l/public/s4083149.jpg,王小波,陕西师范大学出版社,,,2009-07-01,413页,23.00元,平装,9787561327470.0,8.9,这是以文革时期为背景的系列作品构成的长篇。发生“文化大革命”的二十世纪六七十年代，正是我们国家和民族的灾难年代。那时，知识分子群体无能为力而极“左”政治泛滥横行。作为倍受歧视的知识分子，往往丧失了自我意志和个人尊严。在这组系列作品里面，名叫“王二”的男主人公处于恐怖和荒谬的环境，遭到各种不公正待遇，但他却摆脱了传统文化人的悲愤心态，创造出一种反抗和超越的方式：既然不能证明自己无辜，便倾向于证明自己不无辜。于是他以性爱作为对抗外部世界的最后据点，将性爱表现得既放浪形骸又纯净无邪，不但不觉羞耻，还轰轰烈烈地进行到底，对陈规陋习和政治偏见展开了极其尖锐而又饱含幽默的挑战。一次次被斗、挨整，他都处之坦然，乐观为本，获得了价值境界上的全线胜利。作者用一种机智的光辉烛照当年那种无处不在的压抑，使人的精神世界从悲惨暗淡的历史阴影中超拔出来。,王小波，1952年5月13日出生于北京，1968-1972年在山东牟平插队，后做民办教师，1972-1973年北京牛街教学仪器厂工人，1974-1982年中国人民大学贸易经济系学生，1982-1984年中国人民大学一分校教师，1984-1988年美国匹兹堡大学东亚研究中心研究生，获硕士学位。1988-1991年北京大学社会学所讲师，1991-1992年，中国人民大学会计系讲师。1992-1997年，自由撰稿人。1997年4月11日在北京逝世。被称为上个世纪九十年代中国最“另类”的作家，有评价说他是中国白话文的第一把手。其自由人文主义的立场和风格贯穿作品，“王小波文体”为无数青年仿效。“时代三部曲”是王小波作品的精华，其中以喜剧精神和幽默口吻，述说人类生存状况的荒谬故事，故事背景跨越各种年代，描写权力对创造欲望和人性需求的扭曲及压制，展示了知识分子在过...(展开全部),https://book.douban.com/author/4538422/
3518332,绿毛水怪,https://book.douban.com/subject/3518332/,https://img3.doubanio.com/view/subject/l/public/s3675595.jpg,王小波,时代文艺出版社,,,2009-1,322,30.00元,平装,9787538725230.0,9.0,《绿毛水怪》作者王小波的作品一直盛行不衰，王小波的小说在世界文学之林中创造出属于他的美，这美就像一束强光，刺穿了时间的阻隔，启迪了一代又一代刚刚开始识字读书的青年的心灵。王小波所虚构的艺术之美，以及他通过对现实世界的批评所传播的自由主义理念，已经在这个世界的文化和思想宝库中占据了一席之地，虽然并没有一个像诺贝尔文学奖之类的证书来印证这一点，但是，我们相信，时间就是他作品价值的证书。,王小波，男，1952年5月13日生于北京。1968年中学毕业后到云南插队，后来做过工人、民办教师。1978年考入中国人民大学读本科，毕业后在中国人民大学任教。1984年赴美国匹兹堡大学读研究生，获得硕士学位后于1988年回到北京，在北京大学和中国人民大学任教数年后，辞去教职，专事写作。1997年4月11日病逝于北京。,https://book.douban.com/author/4538422/
